#OTU ID	SF1_B1_T0_R1_001.fastq	SF1_B1_T0_Root_R1_001.fastq	SF1_B1_T4_R1_001.fastq	SF1_B1_T4_Root_R1_001.fastq	SF1_B2_T0_R1_001.fastq	SF1_B2_T0_Root_R1_001.fastq	SF1_B2_T4_R1_001.fastq	SF1_B2_T4_Root_R1_001.fastq	SF1_B3_T0_R1_001.fastq	SF1_B3_T0_Root_R1_001.fastq	SF1_B3_T4_Root_R1_001.fastq	SF1_B4_T0_R1_001.fastq	SF1_B4_T0_Root_R1_001.fastq	SF1_B4_T4_R1_001.fastq	SF1_B4_T4_Root_R1_001.fastq	SF2_B1_T0_R1_001.fastq	SF2_B1_T4_R1_001.fastq	SF2_B1_T4_Root_R1_001.fastq	SF2_B2_T0_R1_001.fastq	SF2_B2_T4_R1_001.fastq	SF2_B2_T4_Root_R1_001.fastq	SF2_B3_T0_R1_001.fastq	SF2_B3_T4_R1_001.fastq	SF2_B3_T4_Root_R1_001.fastq	SF2_B4_T0_R1_001.fastq	SF2_B4_T4_R1_001.fastq	SF2_B4_T4_Root_R1_001.fastq	SF3_B1_T0_R1_001.fastq	SF3_B1_T0_Root_R1_001.fastq	SF3_B1_T4_R1_001.fastq	SF3_B1_T4_Root_R1_001.fastq	SF3_B2_T0_R1_001.fastq	SF3_B2_T0_Root_R1_001.fastq	SF3_B2_T4_R1_001.fastq	SF3_B2_T4_Root_R1_001.fastq	SF3_B3_T0_R1_001.fastq	SF3_B3_T0_Root_R1_001.fastq	SF3_B3_T4_R1_001.fastq	SF3_B3_T4_Root_R1_001.fastq	SF3_B4_T0_R1_001.fastq	SF3_B4_T0_Root_R1_001.fastq	SF3_B4_T4_R1_001.fastq	SF3_B4_T4_Root_R1_001.fastq	SF4_B1_T0_R1_001.fastq	SF4_B1_T4_R1_001.fastq	SF4_B1_T4_Root_R1_001.fastq	SF4_B2_T0_R1_001.fastq	SF4_B2_T4_R1_001.fastq	SF4_B2_T4_Root_R1_001.fastq	SF4_B3_T0_R1_001.fastq	SF4_B3_T4_R1_001.fastq	SF4_B3_T4_Root_R1_001.fastq	Sf4_B4_T0_R1_001.fastq	SF4_B4_T4_R1_001.fastq	SF4_B4_T4_Root_R1_001.fastq	SF6_B1_T0_R1_001.fastq	SF6_B1_T4_R1_001.fastq	SF6_B1_T4_Root_R1_001.fastq	SF6_B2_T0_R1_001.fastq	SF6_B2_T4_R1_001.fastq	SF6_B2_T4_Root_R1_001.fastq	SF6_B3_T0_R1_001.fastq	SF6_B3_T4_R1_001.fastq	SF6_B3_T4_Root_R1_001.fastq	SF6_B4_T0_R1_001.fastq	SF6_B4_T4_R1_001.fastq	SF6_B4_T4_Root_R1_001.fastq	SF8_B1_T0_R1_001.fastq	SF8_B1_T0_Root_R1_001.fastq	SF8_B1_T4_R1_001.fastq	SF8_B1_T4_Root_R1_001.fastq	SF8_B2_T0_R1_001.fastq	SF8_B2_T0_Root_R1_001.fastq	SF8_B2_T4_R1_001.fastq	SF8_B2_T4_Root_R1_001.fastq	SF8_B3_T0_R1_001.fastq	SF8_B3_T0_Root_R1_001.fastq	SF8_B3_T4_R1_001.fastq	SF8_B3_T4_Root_R1_001.fastq	SF8_B4_T0_R1_001.fastq	SF8_B4_T0_Root_R1_001.fastq	SF8_B4_T4_R1_001.fastq	SF8_B4_T4_Root_R1_001.fastq
M02808:184:000000000-LYVHM:1:2110:19320:18651	50	0	0	0	0	0	0	0	0	0	20	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	71	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0
M02808:184:000000000-LYVHM:1:1102:27599:11227	17	0	0	0	0	0	1	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M02808:184:000000000-LYVHM:1:1105:4809:23331	12	3	0	0	7	0	0	0	1	5	12	0	3	1	12	29	1	10	0	9	4	0	10	2	23	0	4	0	35	9	37	0	29	5	38	7	17	0	73	10	4	4	20	0	0	0	15	0	12	2	6	0	0	0	0	3	0	35	3	0	0	1	12	15	0	0	4	0	31	0	0	0	2	6	1	0	81	0	18	0	0	2	3
M02808:184:000000000-LYVHM:1:1113:18190:13165	24	3	57	5	18	3	7	2	6	3	18	39	12	24	10	4	20	6	8	28	12	23	19	1	7	1	22	14	0	2	14	33	1	1	2	8	0	9	2	13	6	11	11	16	23	9	18	0	3	30	22	7	8	13	2	21	1	1	65	13	9	9	42	13	31	4	6	17	2	11	4	33	0	9	1	15	3	0	0	13	4	6	1
M02808:184:000000000-LYVHM:1:1102:26617:14091	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M02808:184:000000000-LYVHM:1:1109:8887:15227	89	285	225	406	1	662	366	1163	234	632	699	180	177	172	572	11	120	260	186	175	333	88	102	351	126	122	437	184	373	230	464	84	377	253	640	39	407	66	471	30	428	168	416	82	76	364	64	0	800	82	252	483	101	336	338	65	5	539	78	449	423	71	468	126	101	429	330	22	512	164	344	0	413	29	359	25	461	0	522	118	265	385	644
M02808:184:000000000-LYVHM:1:1111:14443:27704	22	0	8	0	0	0	14	0	8	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M02808:184:000000000-LYVHM:1:1107:12027:10860	3	0	0	1	0	0	2	0	0	0	0	0	0	0	0	15	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0	5	0	0	0	0	0	0	1	0	0	0	1	1	0	1	0	0	14	0	0	0	0	0	0	0	0	0	0	4	4	0	0	8	0	1	0	0	2	3	6	1	0	0	0	0	0	6	0	0
M02808:184:000000000-LYVHM:1:1109:21321:8967	2	4	4	0	2	6	2	1	0	0	6	3	2	2	0	2	4	1	7	6	2	0	3	0	3	2	0	9	1	1	8	10	0	0	1	3	7	1	3	2	0	6	0	2	0	0	0	0	3	0	0	3	2	4	0	1	0	1	6	0	0	2	5	0	0	0	2	0	1	0	0	1	1	0	0	0	1	0	0	1	1	2	1
M02808:184:000000000-LYVHM:1:1112:27553:17192	14	0	0	0	13	0	0	0	1	0	0	2	0	0	0	0	1	0	3	4	0	0	0	0	4	2	0	6	0	1	0	0	0	2	0	1	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	16	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
M02808:184:000000000-LYVHM:1:2105:23851:23928	18	0	0	0	0	0	0	0	0	0	0	0	13	2	0	0	0	0	0	0	0	3	0	0	0	0	32	35	14	17	30	0	0	13	0	0	0	0	0	0	0	0	27	0	0	8	17	0	0	0	0	6	0	0	0	0	0	15	0	24	0	0	0	0	0	12	4	0	0	0	0	0	18	5	10	0	0	0	0	0	26	0	0
M02808:184:000000000-LYVHM:1:1109:8738:13714	19	24	37	12	53	21	14	27	49	24	26	14	31	14	98	50	73	46	31	98	34	54	38	28	22	6	123	14	16	35	64	30	25	31	35	25	19	14	29	43	28	33	21	29	34	28	4	0	52	12	30	16	48	5	35	4	2	38	11	15	24	10	19	33	11	7	8	2	32	0	20	5	29	0	11	0	19	0	27	0	63	33	27
M02808:184:000000000-LYVHM:1:1105:9987:11738	3	0	0	0	0	0	0	0	2	14	0	0	0	0	0	0	0	0	2	0	37	0	0	0	12	0	0	0	49	0	0	1	26	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	4	0	36	0	4	0	0	26	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0
M02808:184:000000000-LYVHM:1:2111:18501:6378	31	8	22	1	33	7	12	12	13	19	15	114	8	58	20	5	52	16	79	49	9	29	196	7	79	25	16	24	12	33	2	27	7	15	16	17	15	43	6	24	4	58	3	7	67	3	17	0	6	47	9	13	55	61	3	49	0	6	5	11	3	3	5	0	4	3	7	0	8	0	5	0	4	0	8	0	2	0	12	0	7	2	6
M02808:184:000000000-LYVHM:1:1107:13764:14527	37	6	40	8	40	12	2	35	57	19	13	7	5	10	32	1	47	41	36	92	41	27	38	34	9	4	58	48	15	44	27	30	7	21	13	27	19	106	24	9	17	9	11	19	9	18	5	0	34	46	19	11	9	7	17	0	3	4	10	5	14	5	6	24	0	0	4	1	24	0	10	0	6	0	19	1	8	0	16	0	37	6	22
M02808:184:000000000-LYVHM:1:2104:15770:9119	11	0	0	0	57	0	20	0	6	0	0	3	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	3	0	4	0	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M02808:184:000000000-LYVHM:1:1114:19537:28135	20	88	0	0	21	0	15	52	42	12	84	0	39	22	0	0	3	0	12	0	5	2	0	41	67	0	45	0	0	0	0	15	19	5	0	15	37	0	56	0	24	73	20	0	3	51	31	0	134	3	0	0	15	0	61	6	0	56	79	14	85	5	59	1	78	6	36	0	62	0	70	0	5	0	0	5	0	0	0	0	1	29	22
M02808:184:000000000-LYVHM:1:1112:11858:22340	40	0	35	3	41	0	1	0	16	21	0	0	0	0	0	0	0	0	0	3	0	0	7	19	0	0	0	2	0	0	85	4	0	7	0	0	0	0	0	4	0	0	1	2	1	0	0	0	0	3	6	0	0	0	33	0	0	20	0	25	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
M02808:184:000000000-LYVHM:1:1102:14455:23254	9	1	24	8	8	8	9	0	13	0	4	0	5	7	12	0	18	3	16	7	1	20	18	3	6	1	1	34	2	20	19	0	2	1	5	4	19	12	7	8	28	24	3	10	11	6	1	0	15	18	6	3	6	8	15	4	0	16	0	10	0	0	5	6	2	5	8	1	1	0	3	1	0	0	0	3	6	0	3	0	4	8	5
M02808:184:000000000-LYVHM:1:2106:20258:7002	1	0	7	1	1	0	1	0	4	0	0	1	1	1	0	0	4	1	7	2	2	4	5	0	0	0	3	0	0	1	1	4	0	5	0	4	3	2	2	6	0	0	0	0	2	1	1	0	0	5	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0
M02808:184:000000000-LYVHM:1:1111:13763:16420	15	4	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M02808:184:000000000-LYVHM:1:1101:18341:24509	3	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	2	0	0	0	6	0	0	0	0	0	0	0	0	0	4	0	1	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	6	0	0	0	3	0	0	0	1	0	0	1	0	2	0	0	0	0	0	0	0
M02808:184:000000000-LYVHM:1:1111:25539:18163	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	19	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M02808:184:000000000-LYVHM:1:1110:16950:24047	5	0	0	0	0	0	7	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M02808:184:000000000-LYVHM:1:2111:4199:14768	2	16	15	14	14	7	21	35	20	17	20	15	24	14	62	29	32	31	25	19	23	2	11	20	12	7	12	39	42	26	19	8	15	29	32	14	17	22	6	23	19	23	14	18	12	5	0	0	54	8	13	20	0	23	5	4	0	20	0	18	68	1	0	37	2	9	5	0	31	0	4	0	9	0	14	0	14	0	55	0	86	13	26
M02808:184:000000000-LYVHM:1:2114:7099:13664	9	0	0	35	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	3	0	0	0	0	0	0	4	3	1	0	3	0	0	0	0	0	0	0	19	0	3	0	20	4	0	0	0	40	0	0	0	1	0	0	0	0	0	9	0	30	0
M02808:184:000000000-LYVHM:1:1103:5392:12592	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M02808:184:000000000-LYVHM:1:1102:13941:19985	4	4	2	0	7	5	3	7	6	10	20	0	7	9	7	0	5	11	22	19	2	17	12	3	2	2	19	5	4	0	5	11	6	11	5	3	9	0	14	0	25	2	4	0	1	2	2	0	5	2	7	4	3	0	5	0	0	0	5	0	3	0	4	3	0	6	6	0	4	0	3	0	4	0	5	0	3	0	3	0	18	9	5
M02808:184:000000000-LYVHM:1:2111:22661:5370	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M02808:184:000000000-LYVHM:1:1110:15444:16959	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M02808:184:000000000-LYVHM:1:2111:27849:20270	5	41	0	27	8	0	3	54	7	0	0	6	66	34	49	6	11	14	22	2	90	4	6	0	29	2	18	58	0	0	38	2	0	35	70	2	33	4	0	15	5	2	0	8	5	21	5	0	0	15	19	45	0	1	20	5	0	24	2	75	0	0	12	0	14	2	68	18	0	19	11	0	0	11	29	0	22	0	0	86	0	0	8
M02808:184:000000000-LYVHM:1:2114:28439:13973	6	0	20	55	0	35	55	0	35	9	27	16	0	47	9	0	0	0	28	52	2	70	31	0	34	13	43	0	0	0	0	3	31	11	0	10	32	5	41	3	59	3	0	0	0	31	0	0	139	5	6	0	0	1	36	0	5	23	0	17	6	2	11	65	0	0	23	0	77	0	19	0	92	0	30	0	32	0	0	0	12	0	0
M02808:184:000000000-LYVHM:1:2107:19218:7642	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M02808:184:000000000-LYVHM:1:2107:3979:17040	4	0	0	0	0	0	0	0	5	0	0	0	0	20	0	0	0	0	0	0	33	7	19	0	0	0	0	0	85	0	0	0	0	18	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	12	0	0	3	0	27	0	0	0	0	0	30	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M02808:184:000000000-LYVHM:1:1103:5851:21519	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M02808:184:000000000-LYVHM:1:2106:18650:4513	3	5	3	1	15	9	5	2	9	0	4	22	4	4	17	13	23	5	24	32	2	7	18	7	28	3	12	30	0	54	1	39	0	18	2	12	1	18	0	18	3	43	6	6	12	3	17	0	6	5	7	2	23	2	1	8	2	5	9	5	3	3	11	5	4	2	5	41	2	0	1	8	8	0	0	0	1	0	0	0	3	2	3
M02808:184:000000000-LYVHM:1:1108:22696:18383	25	0	0	0	7	0	1	0	7	0	0	0	0	106	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M02808:184:000000000-LYVHM:1:1106:10918:10534	20	0	60	27	29	14	0	4	23	0	29	31	0	17	0	7	33	0	8	100	13	34	62	0	21	8	0	6	14	25	3	20	0	37	0	79	7	36	38	20	0	22	0	42	50	15	29	0	0	64	9	9	56	2	0	58	0	33	32	2	25	154	9	0	75	61	15	99	0	64	18	0	0	11	0	47	1	0	0	164	0	57	29
M02808:184:000000000-LYVHM:1:2114:17163:26267	6	0	0	0	11	0	0	0	4	0	0	3	0	0	0	0	0	0	0	0	0	1	4	0	12	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M02808:184:000000000-LYVHM:1:1103:10286:19375	17	0	55	11	0	8	7	6	13	7	8	0	3	2	9	18	20	7	3	34	5	2	12	5	5	6	0	26	3	15	12	9	4	13	2	10	10	21	6	21	10	5	22	12	18	17	14	0	8	8	9	6	7	4	0	7	0	9	0	5	11	0	8	3	0	7	8	14	3	0	9	0	1	0	18	0	0	0	14	0	7	0	6
M02808:184:000000000-LYVHM:1:2110:16639:10785	4	0	0	2	0	1	0	0	0	0	2	11	3	3	0	0	0	2	5	0	0	2	23	0	4	0	0	7	0	0	13	3	0	0	0	1	1	35	3	2	0	10	0	0	6	0	5	0	14	0	0	0	8	2	3	1	0	1	0	5	5	0	0	1	2	2	0	0	4	0	0	26	0	0	0	0	0	0	0	0	10	0	0
M02808:184:000000000-LYVHM:1:1105:12220:22504	25	3	17	1	20	0	9	1	3	0	7	10	2	6	2	4	14	9	15	14	1	26	21	4	7	4	5	11	1	2	12	18	4	9	0	3	2	21	0	1	4	6	1	1	18	2	3	0	3	8	5	0	4	0	7	2	0	0	1	0	1	0	20	5	0	1	1	0	13	0	9	0	0	0	4	0	11	0	0	0	10	5	0
M02808:184:000000000-LYVHM:1:1102:11100:3050	4	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	2	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	6	0	0	0	0	0	0
M02808:184:000000000-LYVHM:1:1104:3933:12481	9	98	0	56	0	112	33	32	46	1	49	0	5	40	105	0	0	27	20	11	8	0	0	39	34	1	17	32	38	5	0	47	159	22	115	0	0	0	28	0	55	0	51	5	0	20	2	0	2	7	19	0	0	55	43	8	0	22	0	0	73	0	28	48	0	16	31	0	53	0	29	0	45	69	34	0	104	0	25	0	85	40	0
M02808:184:000000000-LYVHM:1:1104:25798:8003	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M02808:184:000000000-LYVHM:1:2107:22620:5601	6	0	14	0	3	0	2	0	3	0	0	3	0	0	0	3	1	1	3	5	0	9	7	4	0	0	0	0	0	0	0	1	0	10	4	2	0	1	0	0	0	1	0	0	0	0	3	0	0	12	0	0	2	0	0	0	0	0	1	0	0	2	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	4	0	1	0	3
M02808:184:000000000-LYVHM:1:1105:12009:23381	14	0	34	0	1	0	9	86	12	24	0	19	0	1	0	0	8	107	33	27	42	8	4	26	6	4	100	1	140	89	132	6	116	26	0	19	130	2	118	70	123	35	0	19	4	22	48	0	42	3	0	0	15	33	78	6	1	0	34	12	60	11	7	57	20	10	0	54	122	6	2	11	0	34	0	6	30	0	0	68	0	7	48
M02808:184:000000000-LYVHM:1:1104:17317:10368	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M02808:184:000000000-LYVHM:1:1104:8069:8532	17	0	9	0	0	0	0	0	5	0	0	3	0	146	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M02808:184:000000000-LYVHM:1:1113:21366:3300	12	61	0	64	0	0	5	0	20	39	20	14	10	3	18	0	0	0	0	82	0	14	0	26	0	1	3	0	13	0	0	0	0	0	37	0	38	0	0	0	37	0	0	0	0	0	0	0	50	0	0	0	0	13	9	0	3	0	0	0	69	0	17	0	0	12	0	0	12	0	0	0	0	0	0	0	37	0	46	0	34	0	0
M02808:184:000000000-LYVHM:1:2110:13127:4790	7	0	0	0	0	0	0	0	0	68	0	0	0	3	0	0	2	0	38	0	0	16	0	0	16	0	0	8	0	24	0	13	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	149	3	0	0	0	0	6	7	0	36	14	0	7	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	23	42	0	0
M02808:184:000000000-LYVHM:1:2103:17485:11550	9	2	22	0	8	1	3	0	3	0	3	7	1	3	3	2	11	5	4	2	0	4	8	0	0	1	3	2	0	0	2	21	3	8	1	4	1	17	1	3	0	2	0	0	1	0	2	0	0	6	2	2	3	0	0	0	0	0	1	0	1	0	2	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	9	0	0
M02808:184:000000000-LYVHM:1:2112:15031:18711	1	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M02808:184:000000000-LYVHM:1:2105:20929:4443	3	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M02808:184:000000000-LYVHM:1:1105:19861:26259	7	0	0	7	0	2	0	46	3	2	4	0	0	0	2	0	0	6	0	0	14	0	0	0	0	5	17	3	0	0	17	0	18	0	10	20	23	28	14	0	15	0	2	9	0	11	0	0	25	2	30	21	0	8	22	0	0	11	0	4	14	0	0	4	0	16	23	0	7	0	26	0	4	0	0	0	17	0	1	0	20	0	44
M02808:184:000000000-LYVHM:1:1108:17827:11629	2	57	2	18	0	21	12	51	10	18	10	18	9	9	53	5	16	25	17	53	15	18	20	16	6	4	15	80	3	37	27	23	13	10	17	68	35	64	6	13	23	27	20	29	30	17	71	0	28	70	39	12	33	21	22	16	9	8	43	10	15	46	101	28	12	16	20	196	23	127	17	0	9	42	14	20	20	0	6	11	34	23	5
M02808:184:000000000-LYVHM:1:1101:9015:11187	5	0	0	1	0	0	9	0	3	0	11	0	0	752	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	38	5	0	0	0	0	0	0	0	0	0	0	6	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0
M02808:184:000000000-LYVHM:1:1101:20612:6737	2	0	0	11	0	0	0	0	0	0	19	17	15	31	39	0	3	0	0	0	43	0	0	0	15	0	41	7	0	23	52	6	10	0	0	0	24	0	36	0	0	0	0	0	0	0	0	0	1	4	0	0	0	5	55	0	0	50	5	0	33	0	0	0	4	23	14	0	62	0	5	0	21	0	45	0	24	0	0	0	74	1	39
M02808:184:000000000-LYVHM:1:1102:21443:25858	27	0	7	0	0	0	5	0	1	0	0	0	0	15	0	0	4	5	3	11	0	25	0	0	0	0	0	6	0	2	21	7	0	4	0	0	0	0	0	0	0	1	0	13	0	0	0	0	0	3	1	0	0	4	0	0	0	2	8	0	0	0	27	0	0	0	0	0	0	0	0	264	0	0	0	9	0	0	0	0	3	12	0
M02808:184:000000000-LYVHM:1:2109:8188:18041	15	0	11	0	52	0	1	20	39	0	15	0	0	0	30	0	0	0	0	5	0	2	43	17	0	0	0	17	0	0	41	2	0	20	0	2	0	0	0	0	0	0	34	2	0	0	0	0	42	20	0	19	0	0	0	0	0	0	0	0	21	0	12	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30
M02808:184:000000000-LYVHM:1:2104:13697:26829	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	2	0	0	0	0	0	11	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0
M02808:184:000000000-LYVHM:1:1101:11626:12957	6	0	12	0	12	0	96	0	12	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M02808:184:000000000-LYVHM:1:1111:24086:17754	6	13	5	49	55	9	4	66	3	16	12	1	90	15	19	0	0	40	2	2	16	10	38	2	4	1	17	112	59	0	25	76	9	5	36	83	0	13	8	18	26	9	18	0	0	28	3	0	34	39	10	36	0	3	0	0	0	14	0	8	55	0	19	19	0	0	10	0	0	0	11	0	14	0	13	0	13	0	73	0	21	0	24
